# Data structure:

# Category, Name, Profile class, geometric data...

# All measures must be in millimeters

# Possible profile classes are:

# C=  Circular tube
# H=  H- or I-profile
# R=  Rectangular
# RH= Rectangular hollow
# U=  U-profile

# Additional profile types must be implemented in ArchProfile.py first

###########################################


# Circular Hollow Sections

# Category,Name,C,Outside diameter,Thickness

American Wide Flange,W16x77,H,261.493,419.608,11.557,19.304
American Wide Flange,W16x89,H,263.271,425.45,13.335,22.225
American Wide Flange,W16x100,H,264.795,431.038,14.859,25.019
American Wide Flange,W18x35,H,152.4,449.58,7.62,10.795
American Wide Flange,W18x40,H,152.908,454.66,8.001,13.335
American Wide Flange,W18x46,H,153.924,459.74,9.144,15.367
American Wide Flange,W18x50,H,190.5,457.2,9.017,14.478
American Wide Flange,W18x55,H,191.262,459.74,9.906,16.002
American Wide Flange,W18x60,H,192.024,462.28,10.541,17.653
American Wide Flange,W18x65,H,192.786,467.36,11.43,19.05
American Wide Flange,W18x71,H,194.056,469.9,12.573,20.574
American Wide Flange,W18x76,H,280.416,462.28,10.795,17.272
American Wide Flange,W18x86,H,281.686,467.36,12.192,19.558
American Wide Flange,W18x97,H,283.21,472.44,13.589,22.098
American Wide Flange,W18x106,H,284.48,474.98,14.986,23.876
American Wide Flange,W18x119,H,286.258,482.6,16.637,26.924
American Wide Flange,W21x44,H,165.1,525.78,8.89,11.43
American Wide Flange,W21x50,H,165.862,528.32,9.652,13.589
American Wide Flange,W21x57,H,166.624,535.94,10.287,16.51
American Wide Flange,W21x62,H,209.296,533.4,10.16,15.621
American Wide Flange,W21x68,H,210.058,535.94,10.922,17.399
American Wide Flange,W21x73,H,210.82,538.48,11.557,18.796
American Wide Flange,W21x83,H,212.344,543.56,13.081,21.209
American Wide Flange,W21x93,H,213.868,548.64,14.732,23.622
American Wide Flange,W21x101,H,312.166,543.56,12.7,20.32
American Wide Flange,W21x111,H,313.436,546.1,13.97,22.225
American Wide Flange,W21x122,H,314.706,551.18,15.24,24.384
American Wide Flange,W21x132,H,315.976,553.72,16.51,26.289
American Wide Flange,W21x147,H,317.754,561.34,18.288,29.21
American Wide Flange,W24x55,H,178.054,599.44,10.033,12.827
American Wide Flange,W24x62,H,178.816,601.98,10.922,14.986
American Wide Flange,W24x68,H,227.838,601.98,10.541,14.859
American Wide Flange,W24x76,H,228.6,607.06,11.176,17.272
American Wide Flange,W24x84,H,229.108,612.14,11.938,19.558
American Wide Flange,W24x94,H,230.378,612.14,13.081,22.225
American Wide Flange,W24x104,H,323.85,612.14,12.7,19.05
American Wide Flange,W24x117,H,325.12,617.22,13.97,21.59
American Wide Flange,W24x131,H,327.66,622.3,15.367,24.384
American Wide Flange,W24x146,H,327.66,627.38,16.51,27.686
American Wide Flange,W24x162,H,330.2,635,17.907,30.988
American Wide Flange,W27x84,H,252.984,678.18,11.684,16.256
American Wide Flange,W27x94,H,254,683.26,12.446,18.923
American Wide Flange,W27x102,H,254.508,688.34,13.081,21.082
American Wide Flange,W27x114,H,255.778,693.42,14.478,23.622
American Wide Flange,W27x146,H,355.6,695.96,15.367,24.765
American Wide Flange,W27x161,H,356.108,701.04,16.764,27.432
American Wide Flange,W27x178,H,357.886,706.12,18.415,30.226


# Indian Standard I section (H profiles)

IS Beam,ISHB150(1),H,150,150,5.4,9
IS Beam,ISHB150(2),H,150,150,8.4,9
IS Beam,ISHB150(3),H,150,150,11.8,9
IS Beam,ISHB200(1),H,200,200,6.1,9
IS Beam,ISHB200(2),H,200,200,7.8,9
IS Beam,ISHB225(1),H,225,225,6.5,9.1
IS Beam,ISHB225(2),H,225,225,8.6,9.1
IS Beam,ISHB250(1),H,250,250,6.9,9.7
IS Beam,ISHB250(2),H,250,250,8.8,9.7
IS Beam,ISHB300(1),H,250,300,7.6,10.6
IS Beam,ISHB300(2),H,250,300,9.4,10.6
IS Beam,ISHB350(1),H,250,350,8.3,11.6
IS Beam,ISHB350(2),H,250,350,10.1,11.6
IS Beam,ISHB400(1),H,250,400,9.1,12.7
IS Beam,ISHB400(2),H,250,400,10.6,12.7
IS Beam,ISHB450(1),H,250,450,9.8,13.7
IS Beam,ISHB450(2),H,250,450,11.3,13.7
IS Beam,ISJB150,H,50,150,3,4.6
IS Beam,ISJB175,H,50,175,3.2,4.8
IS Beam,ISJB200,H,60,200,3.4,5
IS Beam,ISJB225,H,80,225,3.7,5
IS Beam,ISLB75,H,50,75,3.7,5
IS Beam,ISLB100,H,50,100,4,6.4
IS Beam,ISLB125,H,75,125,4.4,6.5
IS Beam,ISLB150,H,80,150,4.8,6.8
IS Beam,ISLB175,H,90,175,5.1,6.9
IS Beam,ISLB200,H,100,200,5.4,7.3
IS Beam,ISLB225,H,100,225,5.8,8.6
IS Beam,ISLB250,H,125,250,6.1,8.2
IS Beam,ISLB275,H,140,275,6.4,8.8
IS Beam,ISLB300,H,150,300,6.7,9.4
IS Beam,ISLB325,H,165,325,7,9.8
IS Beam,ISLB350,H,165,350,7.4,11.4
IS Beam,ISLB400,H,165,400,8,12.5
IS Beam,ISLB450,H,170,450,8.6,13.4
IS Beam,ISLB500,H,180,500,9.2,14.1
IS Beam,ISLB550,H,190,550,9.9,15
IS Beam,ISLB600,H,210,600,10.5,15.5
IS Beam,ISMB100,H,75,100,4,7.2
IS Beam,ISMB125,H,75,125,4.4,7.6
IS Beam,ISMB150,H,80,150,4.8,7.6
IS Beam,ISMB175,H,90,175,5.5,8.6
IS Beam,ISMB200,H,100,200,5.7,10.8
IS Beam,ISMB225,H,110,225,6.5,11.8
IS Beam,ISMB250,H,125,250,6.9,12.5
IS Beam,ISMB300,H,140,300,7.5,12.4
IS Beam,ISMB350,H,140,350,8.1,14.2
IS Beam,ISMB400,H,140,400,8.9,16
IS Beam,ISMB450,H,150,450,9.4,17.4
IS Beam,ISMB500,H,180,500,10.2,17.2
IS Beam,ISMB550,H,190,550,11.2,19.3
IS Beam,ISMB600,H,210,600,12,20.8
IS Beam,ISWB150,H,100,150,5.4,7
IS Beam,ISWB175,H,125,175,5.8,7.4
IS Beam,ISWB200,H,140,200,6.1,9
IS Beam,ISWB225,H,150,225,6.4,9.9
IS Beam,ISWB250,H,200,250,6.7,9
IS Beam,ISWB300,H,200,300,7.4,10
IS Beam,ISWB350,H,200,350,8,11.4
IS Beam,ISWB400,H,200,400,8.6,13
IS Beam,ISWB450,H,200,450,9.2,15.4
IS Beam,ISWB500,H,250,500,9.9,14.7
IS Beam,ISWB550,H,250,550,10.5,17.6
IS Beam,ISWB600(1),H,250,600,11.2,21.3
IS Beam,ISWB600(2),H,250,600,11.8,23.6


# Rectangular

# Category,Name,R,width,height

North America Lumber,1x2in,R,19,38
North America Lumber,1x3in,R,19,64
North America Lumber,1x4in,R,19,89
North America Lumber,1x6in,R,19,140
North America Lumber,1x8in,R,19,184
North America Lumber,1x10in,R,19,235
North America Lumber,1x12in,R,19,286
North America Lumber,2x2in,R,38,38
North America Lumber,2x3in,R,38,64
North America Lumber,2x4in,R,38,89
North America Lumber,2x6in,R,38,140
North America Lumber,2x8in,R,38,184
North America Lumber,2x10in,R,38,235
North America Lumber,2x12in,R,38,286
North America Lumber,4x4in,R,89,89
North America Lumber,4x6in,R,89,140
North America Lumber,6x6in,R,140,140
North America Lumber,8x8in,R,184,184

# Eurocode timber

Eurocode timber,22x100,R,22,100
Eurocode timber,38x100,R,38,100
Eurocode timber,38x150,R,38,150
Eurocode timber,38x175,R,38,175
Eurocode timber,38x200,R,38,200
Eurocode timber,38x225,R,38,225
Eurocode timber,47x75,R,47,75
Eurocode timber,47x100,R,47,100
Eurocode timber,47x125,R,47,125
Eurocode timber,47x150,R,47,150
Eurocode timber,47x175,R,47,175
Eurocode timber,47x200,R,47,200
Eurocode timber,47x225,R,47,225
Eurocode timber,47x250,R,47,250
Eurocode timber,47x300,R,47,300
Eurocode timber,63x150,R,63,150
Eurocode timber,63x175,R,63,175
Eurocode timber,63x200,R,63,200
Eurocode timber,63x225,R,63,225
Eurocode timber,75x100,R,75,100
Eurocode timber,75x150,R,75,150
Eurocode timber,75x175,R,75,175
Eurocode timber,75x200,R,75,200
Eurocode timber,75x225,R,75,225
Eurocode timber,75x250,R,75,250
Eurocode timber,75x300,R,75,300
Eurocode timber,100x100,R,100,100
Eurocode timber,100x150,R,100,150
Eurocode timber,100x200,R,100,200
Eurocode timber,100x225,R,100,225
Eurocode timber,100x250,R,100,250
Eurocode timber,100x300,R,100,300
Eurocode timber,150x150,R,150,150
Eurocode timber,150x300,R,150,300
Eurocode timber,300x300,R,300,300

# Rectangular Hollow Section (RHS) profiles

# Category,Name,RH,width,height,thickness

RHS,RHS50x30x2.9,RH,50,30,2.9
RHS,RHS50x30x3,RH,50,30,3
RHS,RHS50x30x3.2,RH,50,30,3.2
RHS,RHS50x30x3.6,RH,50,30,3.6
RHS,RHS50x30x4,RH,50,30,4
RHS,RHS50x30x5,RH,50,30,5
RHS,RHS50x30x5.6,RH,50,30,5.6
RHS,RHS50x30x6.3,RH,50,30,6.3
RHS,RHS60x40x2.9,RH,60,40,2.9
RHS,RHS60x40x3,RH,60,40,3
RHS,RHS60x40x3.2,RH,60,40,3.2
RHS,RHS60x40x3.6,RH,60,40,3.6
RHS,RHS60x40x4,RH,60,40,4
RHS,RHS60x40x5,RH,60,40,5
RHS,RHS60x40x5.6,RH,60,40,5.6
RHS,RHS60x40x6.3,RH,60,40,6.3
RHS,RHS60x40x7.1,RH,60,40,7.1
RHS,RHS60x40x8,RH,60,40,8
RHS,RHS80x40x2.9,RH,80,40,2.9
RHS,RHS80x40x3,RH,80,40,3
RHS,RHS80x40x3.2,RH,80,40,3.2
RHS,RHS80x40x3.6,RH,80,40,3.6
RHS,RHS80x40x4,RH,80,40,4
RHS,RHS80x40x5,RH,80,40,5
RHS,RHS80x40x5.6,RH,80,40,5.6
RHS,RHS80x40x6.3,RH,80,40,6.3
RHS,RHS80x40x7.1,RH,80,40,7.1
RHS,RHS80x40x8,RH,80,40,8
RHS,RHS90x50x3,RH,90,50,3
RHS,RHS90x50x3.2,RH,90,50,3.2
RHS,RHS90x50x3.6,RH,90,50,3.6
RHS,RHS90x50x4,RH,90,50,4
RHS,RHS90x50x5,RH,90,50,5
RHS,RHS90x50x5.6,RH,90,50,5.6
RHS,RHS90x50x6.3,RH,90,50,6.3
RHS,RHS90x50x7.1,RH,90,50,7.1
RHS,RHS90x50x8,RH,90,50,8
RHS,RHS90x50x8.8,RH,90,50,8.8
RHS,RHS100x50x3.2,RH,100,50,3.2
RHS,RHS100x50x3.6,RH,100,50,3.6
RHS,RHS100x50x4,RH,100,50,4
RHS,RHS100x50x5,RH,100,50,5
RHS,RHS100x50x5.6,RH,100,50,5.6
RHS,RHS100x50x6.3,RH,100,50,6.3
RHS,RHS100x50x7.1,RH,100,50,7.1
RHS,RHS100x50x8,RH,100,50,8
RHS,RHS100x50x8.8,RH,100,50,8.8
RHS,RHS100x50x10,RH,100,50,10
RHS,RHS100x60x3.2,RH,100,60,3.2
RHS,RHS100x60x3.6,RH,100,60,3.6
RHS,RHS100x60x4,RH,100,60,4
RHS,RHS100x60x5,RH,100,60,5
RHS,RHS100x60x5.6,RH,100,60,5.6
RHS,RHS100x60x6.3,RH,100,60,6.3
RHS,RHS100x60x7.1,RH,100,60,7.1
RHS,RHS100x60x8,RH,100,60,8
RHS,RHS100x60x8.8,RH,100,60,8.8
RHS,RHS100x60x10,RH,100,60,10
RHS,RHS120x60x3.6,RH,120,60,3.6
RHS,RHS120x60x4,RH,120,60,4
RHS,RHS120x60x5,RH,120,60,5
RHS,RHS120x60x5.6,RH,120,60,5.6
RHS,RHS120x60x6.3,RH,120,60,6.3
RHS,RHS120x60x7.1,RH,120,60,7.1
RHS,RHS120x60x8,RH,120,60,8
RHS,RHS120x60x8.8,RH,120,60,8.8
RHS,RHS120x60x10,RH,120,60,10
RHS,RHS120x80x3.6,RH,120,80,3.6
RHS,RHS120x80x4,RH,120,80,4
RHS,RHS120x80x5,RH,120,80,5
RHS,RHS120x80x5.6,RH,120,80,5.6
RHS,RHS120x80x6.3,RH,120,80,6.3
RHS,RHS120x80x7.1,RH,120,80,7.1
RHS,RHS120x80x8,RH,120,80,8
RHS,RHS120x80x8.8,RH,120,80,8.8
RHS,RHS120x80x10,RH,120,80,10
RHS,RHS150x100x4,RH,150,100,4
RHS,RHS150x100x5,RH,150,100,5
RHS,RHS150x100x5.6,RH,150,100,5.6
RHS,RHS150x100x6.3,RH,150,100,6.3
RHS,RHS150x100x7.1,RH,150,100,7.1
RHS,RHS150x100x8,RH,150,100,8
RHS,RHS150x100x8.8,RH,150,100,8.8
RHS,RHS150x100x10,RH,150,100,10
RHS,RHS150x100x11,RH,150,100,11
RHS,RHS150x100x12.5,RH,150,100,12.5
RHS,RHS160x80x4,RH,160,80,4
RHS,RHS160x80x5,RH,160,80,5
RHS,RHS160x80x5.6,RH,160,80,5.6
RHS,RHS160x80x6.3,RH,160,80,6.3
RHS,RHS160x80x7.1,RH,160,80,7.1
RHS,RHS160x80x8,RH,160,80,8
RHS,RHS160x80x8.8,RH,160,80,8.8
RHS,RHS160x80x10,RH,160,80,10
RHS,RHS160x80x11,RH,160,80,11
RHS,RHS160x80x12.5,RH,160,80,12.5
RHS,RHS180x60x4,RH,180,60,4
RHS,RHS180x60x5,RH,180,60,5
RHS,RHS180x60x5.6,RH,180,60,5.6
RHS,RHS180x60x6.3,RH,180,60,6.3
RHS,RHS180x60x7.1,RH,180,60,7.1
RHS,RHS180x60x8,RH,180,60,8
RHS,RHS180x60x8.8,RH,180,60,8.8
RHS,RHS180x60x10,RH,180,60,10
RHS,RHS180x60x11,RH,180,60,11
RHS,RHS180x60x12.5,RH,180,60,12.5
RHS,RHS180x100x4,RH,180,100,4
RHS,RHS180x100x5,RH,180,100,5
RHS,RHS180x100x5.6,RH,180,100,5.6
RHS,RHS180x100x6.3,RH,180,100,6.3
RHS,RHS180x100x7.1,RH,180,100,7.1
RHS,RHS180x100x8,RH,180,100,8
RHS,RHS180x100x8.8,RH,180,100,8.8
RHS,RHS180x100x10,RH,180,100,10
RHS,RHS180x100x11,RH,180,100,11
RHS,RHS180x100x12.5,RH,180,100,12.5
RHS,RHS180x100x14.2,RH,180,100,14.2
RHS,RHS200x100x4,RH,200,100,4
RHS,RHS200x100x5,RH,200,100,5
RHS,RHS200x100x5.6,RH,200,100,5.6
RHS,RHS200x100x6.3,RH,200,100,6.3
RHS,RHS200x100x7.1,RH,200,100,7.1
RHS,RHS200x100x8,RH,200,100,8
RHS,RHS200x100x8.8,RH,200,100,8.8
RHS,RHS200x100x10,RH,200,100,10
RHS,RHS200x100x11,RH,200,100,11
RHS,RHS200x100x12.5,RH,200,100,12.5
RHS,RHS200x100x14.2,RH,200,100,14.2
RHS,RHS200x100x16,RH,200,100,16
RHS,RHS200x120x5,RH,200,120,5
RHS,RHS200x120x5.6,RH,200,120,5.6
RHS,RHS200x120x6.3,RH,200,120,6.3
RHS,RHS200x120x7.1,RH,200,120,7.1
RHS,RHS200x120x8,RH,200,120,8
RHS,RHS200x120x8.8,RH,200,120,8.8
RHS,RHS200x120x10,RH,200,120,10
RHS,RHS200x120x11,RH,200,120,11
RHS,RHS200x120x12.5,RH,200,120,12.5
RHS,RHS200x120x14.2,RH,200,120,14.2
RHS,RHS200x120x16,RH,200,120,16
RHS,RHS200x150x5,RH,200,150,5
RHS,RHS200x150x5.6,RH,200,150,5.6
RHS,RHS200x150x6.3,RH,200,150,6.3
RHS,RHS200x150x7.1,RH,200,150,7.1
RHS,RHS200x150x8,RH,200,150,8
RHS,RHS200x150x8.8,RH,200,150,8.8
RHS,RHS200x150x10,RH,200,150,10
RHS,RHS200x150x11,RH,200,150,11
RHS,RHS200x150x12.5,RH,200,150,12.5
RHS,RHS200x150x14.2,RH,200,150,14.2
RHS,RHS200x150x16,RH,200,150,16
RHS,RHS220x120x7.1,RH,220,120,7.1
RHS,RHS220x120x8,RH,220,120,8
RHS,RHS220x120x8.8,RH,220,120,8.8
RHS,RHS220x120x10,RH,220,120,10
RHS,RHS220x120x11,RH,220,120,11
RHS,RHS220x120x12.5,RH,220,120,12.5
RHS,RHS220x120x14.2,RH,220,120,14.2
RHS,RHS220x120x16,RH,220,120,16
RHS,RHS250x100x5,RH,250,100,5
RHS,RHS250x100x5.6,RH,250,100,5.6
RHS,RHS250x100x6.3,RH,250,100,6.3
RHS,RHS250x100x7.1,RH,250,100,7.1
RHS,RHS250x100x8,RH,250,100,8
RHS,RHS250x100x8.8,RH,250,100,8.8
RHS,RHS250x100x10,RH,250,100,10
RHS,RHS250x100x11,RH,250,100,11
RHS,RHS250x100x12.5,RH,250,100,12.5
RHS,RHS250x100x14.2,RH,250,100,14.2
RHS,RHS250x100x16,RH,250,100,16
RHS,RHS250x150x5,RH,250,150,5
RHS,RHS250x150x5.6,RH,250,150,5.6
RHS,RHS250x150x6.3,RH,250,150,6.3
RHS,RHS250x150x7.1,RH,250,150,7.1
RHS,RHS250x150x8,RH,250,150,8
RHS,RHS250x150x8.8,RH,250,150,8.8
RHS,RHS250x150x10,RH,250,150,10
RHS,RHS250x150x11,RH,250,150,11
RHS,RHS250x150x12.5,RH,250,150,12.5
RHS,RHS250x150x14.2,RH,250,150,14.2
RHS,RHS250x150x16,RH,250,150,16
RHS,RHS260x140x5,RH,260,140,5
RHS,RHS260x140x5.6,RH,260,140,5.6
RHS,RHS260x140x6.3,RH,260,140,6.3
RHS,RHS260x140x7.1,RH,260,140,7.1
RHS,RHS260x140x8,RH,260,140,8
RHS,RHS260x140x8.8,RH,260,140,8.8
RHS,RHS260x140x10,RH,260,140,10
RHS,RHS260x140x11,RH,260,140,11
RHS,RHS260x140x12.5,RH,260,140,12.5
RHS,RHS260x140x14.2,RH,260,140,14.2
RHS,RHS260x140x16,RH,260,140,16
RHS,RHS260x180x8,RH,260,180,8
RHS,RHS260x180x8.8,RH,260,180,8.8
RHS,RHS260x180x10,RH,260,180,10
RHS,RHS260x180x11,RH,260,180,11
RHS,RHS260x180x12.5,RH,260,180,12.5
RHS,RHS260x180x14.2,RH,260,180,14.2
RHS,RHS260x180x16,RH,260,180,16
RHS,RHS300x100x5,RH,300,100,5
RHS,RHS300x100x5.6,RH,300,100,5.6
RHS,RHS300x100x6.3,RH,300,100,6.3
RHS,RHS300x100x7.1,RH,300,100,7.1
RHS,RHS300x100x8,RH,300,100,8
RHS,RHS300x100x8.8,RH,300,100,8.8
RHS,RHS300x100x10,RH,300,100,10
RHS,RHS300x100x11,RH,300,100,11
RHS,RHS300x100x12.5,RH,300,100,12.5
RHS,RHS300x100x14.2,RH,300,100,14.2
RHS,RHS300x100x16,RH,300,100,16
RHS,RHS300x200x5,RH,300,200,5
RHS,RHS300x200x5.6,RH,300,200,5.6
RHS,RHS300x200x6.3,RH,300,200,6.3
RHS,RHS300x200x7.1,RH,300,200,7.1
RHS,RHS300x200x8,RH,300,200,8
RHS,RHS300x200x8.8,RH,300,200,8.8
RHS,RHS300x200x10,RH,300,200,10
RHS,RHS300x200x11,RH,300,200,11
RHS,RHS300x200x12.5,RH,300,200,12.5
RHS,RHS300x200x14.2,RH,300,200,14.2
RHS,RHS300x200x16,RH,300,200,16
RHS,RHS300x250x6.3,RH,300,250,6.3
RHS,RHS300x250x7.1,RH,300,250,7.1
RHS,RHS300x250x8,RH,300,250,8
RHS,RHS300x250x8.8,RH,300,250,8.8
RHS,RHS300x250x10,RH,300,250,10
RHS,RHS300x250x11,RH,300,250,11
RHS,RHS300x250x12.5,RH,300,250,12.5
RHS,RHS300x250x14.2,RH,300,250,14.2
RHS,RHS300x250x16,RH,300,250,16
RHS,RHS350x150x5,RH,350,150,5
RHS,RHS350x150x5.6,RH,350,150,5.6
RHS,RHS350x150x6.3,RH,350,150,6.3
RHS,RHS350x150x7.1,RH,350,150,7.1
RHS,RHS350x150x8,RH,350,150,8
RHS,RHS350x150x8.8,RH,350,150,8.8
RHS,RHS350x150x10,RH,350,150,10
RHS,RHS350x150x11,RH,350,150,11
RHS,RHS350x150x12.5,RH,350,150,12.5
RHS,RHS350x150x14.2,RH,350,150,14.2
RHS,RHS350x150x16,RH,350,150,16
RHS,RHS350x200x6.3,RH,350,200,6.3
RHS,RHS350x200x7.1,RH,350,200,7.1
RHS,RHS350x200x8,RH,350,200,8
RHS,RHS350x200x8.8,RH,350,200,8.8
RHS,RHS350x200x10,RH,350,200,10
RHS,RHS350x200x11,RH,350,200,11
RHS,RHS350x200x12.5,RH,350,200,12.5
RHS,RHS350x200x14.2,RH,350,200,14.2
RHS,RHS350x200x16,RH,350,200,16
RHS,RHS350x250x6.3,RH,350,250,6.3
RHS,RHS350x250x7.1,RH,350,250,7.1
RHS,RHS350x250x8,RH,350,250,8
RHS,RHS350x250x8.8,RH,350,250,8.8
RHS,RHS350x250x10,RH,350,250,10
RHS,RHS350x250x11,RH,350,250,11
RHS,RHS350x250x12.5,RH,350,250,12.5
RHS,RHS350x250x14.2,RH,350,250,14.2
RHS,RHS350x250x16,RH,350,250,16
RHS,RHS400x150x6.3,RH,400,150,6.3
RHS,RHS400x150x7.1,RH,400,150,7.1
RHS,RHS400x150x8,RH,400,150,8
RHS,RHS400x150x8.8,RH,400,150,8.8
RHS,RHS400x150x10,RH,400,150,10
RHS,RHS400x150x11,RH,400,150,11
RHS,RHS400x150x12.5,RH,400,150,12.5
RHS,RHS400x150x14.2,RH,400,150,14.2
RHS,RHS400x150x16,RH,400,150,16
RHS,RHS400x200x6.3,RH,400,200,6.3
RHS,RHS400x200x7.1,RH,400,200,7.1
RHS,RHS400x200x8,RH,400,200,8
RHS,RHS400x200x8.8,RH,400,200,8.8
RHS,RHS400x200x10,RH,400,200,10
RHS,RHS400x200x11,RH,400,200,11
RHS,RHS400x200x12.5,RH,400,200,12.5
RHS,RHS400x200x14.2,RH,400,200,14.2
RHS,RHS400x200x16,RH,400,200,16
RHS,RHS400x300x8,RH,400,300,8
RHS,RHS400x300x8.8,RH,400,300,8.8
RHS,RHS400x300x10,RH,400,300,10
RHS,RHS400x300x11,RH,400,300,11
RHS,RHS400x300x12.5,RH,400,300,12.5
RHS,RHS400x300x14.2,RH,400,300,14.2
RHS,RHS400x300x16,RH,400,300,16
RHS,RHS450x150x8,RH,450,150,8
RHS,RHS450x150x8.8,RH,450,150,8.8
RHS,RHS450x150x10,RH,450,150,10
RHS,RHS450x150x11,RH,450,150,11
RHS,RHS450x150x12.5,RH,450,150,12.5
RHS,RHS450x150x14.2,RH,450,150,14.2
RHS,RHS450x150x16,RH,450,150,16
RHS,RHS450x250x8,RH,450,250,8
RHS,RHS450x250x8.8,RH,450,250,8.8
RHS,RHS450x250x10,RH,450,250,10
RHS,RHS450x250x11,RH,450,250,11
RHS,RHS450x250x12.5,RH,450,250,12.5
RHS,RHS450x250x14.2,RH,450,250,14.2
RHS,RHS450x250x16,RH,450,250,16
RHS,RHS500x200x8,RH,500,200,8
RHS,RHS500x200x8.8,RH,500,200,8.8
RHS,RHS500x200x10,RH,500,200,10
RHS,RHS500x200x11,RH,500,200,11
RHS,RHS500x200x12.5,RH,500,200,12.5
RHS,RHS500x200x14.2,RH,500,200,14.2
RHS,RHS500x200x16,RH,500,200,16
RHS,RHS500x300x8,RH,500,300,8
RHS,RHS500x300x8.8,RH,500,300,8.8
RHS,RHS500x300x10,RH,500,300,10
RHS,RHS500x300x11,RH,500,300,11
RHS,RHS500x300x12.5,RH,500,300,12.5
RHS,RHS500x300x14.2,RH,500,300,14.2
RHS,RHS500x300x16,RH,500,300,16


# Indian Rectangular Hollow Sections

IS RHS,RHS50x25x2.9,RH,50,25,2.9
IS RHS,RHS50x25x3.2,RH,50,25,3.2
IS RHS,RHS60x40x2.9,RH,60,40,2.9
IS RHS,RHS66x33x2.9,RH,66,33,2.9
IS RHS,RHS66x33x3.6,RH,66,33,3.6
IS RHS,RHS66x33x4.5,RH,66,33,4.5
IS RHS,RHS70x30x2.9,RH,70,30,2.9
IS RHS,RHS70x30x3.2,RH,70,30,3.2
IS RHS,RHS70x30x4,RH,70,30,4
IS RHS,RHS80x40x2.9,RH,80,40,2.9
IS RHS,RHS80x40x3.2,RH,80,40,3.2
IS RHS,RHS80x40x4,RH,80,40,4
IS RHS,RHS96x48x3.2,RH,96,48,3.2
IS RHS,RHS96x48x4,RH,96,48,4
IS RHS,RHS96x48x4.8,RH,96,48,4.8
IS RHS,RHS100x50x3.2,RH,100,50,3.2
IS RHS,RHS100x50x4,RH,100,50,4
IS RHS,RHS122x61x3.6,RH,122,61,3.6
IS RHS,RHS122x61x4.5,RH,122,61,4.5
IS RHS,RHS122x61x5.4,RH,122,61,5.4
IS RHS,RHS127x50x3.6,RH,127,50,3.6
IS RHS,RHS127x50x4.6,RH,127,50,4.6
IS RHS,RHS145x82x4.8,RH,145,82,4.8
IS RHS,RHS145x82x5.4,RH,145,82,5.4
IS RHS,RHS172x92x4.8,RH,172,92,4.8
IS RHS,RHS172x92x5.4,RH,172,92,5.4

# Indian Square Hollow Sections

IS SHS,SHS25x25x2.6,RH,25,25,2.6
IS SHS,SHS25x25x3.2,RH,25,25,3.2
IS SHS,SHS30x30x2.6,RH,30,30,2.6
IS SHS,SHS30x30x3.2,RH,30,30,3.2
IS SHS,SHS30x30x4,RH,30,30,4
IS SHS,SHS32x32x2.6,RH,32,32,2.6
IS SHS,SHS32x32x3.2,RH,32,32,3.2
IS SHS,SHS32x32x4,RH,32,32,4
IS SHS,SHS35x35x2.6,RH,35,35,2.6
IS SHS,SHS35x35x3.2,RH,35,35,3.2
IS SHS,SHS35x35x4,RH,35,35,4
IS SHS,SHS38x38x2.6,RH,38,38,2.6
IS SHS,SHS38x38x2.9,RH,38,38,2.9
IS SHS,SHS38x38x3.2,RH,38,38,3.2
IS SHS,SHS38x38x3.6,RH,38,38,3.6
IS SHS,SHS38x38x4,RH,38,38,4
IS SHS,SHS40x40x2.6,RH,40,40,2.6
IS SHS,SHS40x40x3.2,RH,40,40,3.2
IS SHS,SHS40x40x3.6,RH,40,40,3.6
IS SHS,SHS40x40x4,RH,40,40,4
IS SHS,SHS45x45x2.6,RH,45,45,2.6
IS SHS,SHS45x45x2.9,RH,45,45,2.9
IS SHS,SHS45x45x3.2,RH,45,45,3.2
IS SHS,SHS45x45x3.6,RH,45,45,3.6
IS SHS,SHS45x45x4.5,RH,45,45,4.5
IS SHS,SHS49.5x49.5x2.9,RH,49.5,49.5,2.9
IS SHS,SHS49.5x49.5x3.6,RH,49.5,49.5,3.6
IS SHS,SHS49.5x49.5x4.5,RH,49.5,49.5,4.5
IS SHS,SHS63.5x63.5x3.2,RH,63.5,63.5,3.2
IS SHS,SHS63.5x63.5x3.6,RH,63.5,63.5,3.6
IS SHS,SHS63.5x63.5x4.5,RH,63.5,63.5,4.5
IS SHS,SHS72x72x3.2,RH,72,72,3.2
IS SHS,SHS72x72x4,RH,72,72,4
IS SHS,SHS72x72x4.8,RH,72,72,4.8
IS SHS,SHS75x75x3.2,RH,75,75,3.2
IS SHS,SHS75x75x4,RH,75,75,4
IS SHS,SHS75x75x4.9,RH,75,75,4.9
IS SHS,SHS88.9x88.9x3.6,RH,88.9,88.9,3.6
IS SHS,SHS88.9x88.9x4.5,RH,88.9,88.9,4.5
IS SHS,SHS88.9x88.9x4.9,RH,88.9,88.9,4.9
IS SHS,SHS91.5x91.5x3.6,RH,91.5,91.5,3.6
IS SHS,SHS91.5x91.5x4.5,RH,91.5,91.5,4.5
IS SHS,SHS91.5x91.5x5.4,RH,91.5,91.5,5.4
IS SHS,SHS100x100x4,RH,100,100,4
IS SHS,SHS100x100x5,RH,100,100,5
IS SHS,SHS100x100x6,RH,100,100,6
